country,pct_desert,desert_severity
Tanzania,57.671266404041944,Moderate Desert
Tanzania,0.0,
Tanzania,30.381957132634323,Moderate Desert
Tanzania,9.894850509919747,Served
Tanzania,6.201643618634365,Served
Tanzania,53.280242497705544,Moderate Desert
Tanzania,0.0,
Tanzania,0.0,
Tanzania,39.09822512038843,Moderate Desert
Tanzania,4.576272687531679,Served
Tanzania,78.16870555329419,Severe Desert
Tanzania,9.73361419698534,Served
Tanzania,16.777442738284385,Minor Issues
Tanzania,10.306594658052685,Minor Issues
Tanzania,99.99999999999996,Severe Desert
Tanzania,99.99999999999999,Severe Desert
Tanzania,100.00000000000003,
Tanzania,99.99999999999999,Severe Desert
Tanzania,99.65993203725786,Severe Desert
Tanzania,83.1995558658942,Severe Desert
Tanzania,81.25657955660995,Severe Desert
Tanzania,75.89510718498366,Severe Desert
Tanzania,0.0,
Tanzania,0.0,
Tanzania,15.888810768984838,Minor Issues
Tanzania,42.08062489776712,Moderate Desert
Tanzania,0.0,
Tanzania,79.81490732023609,Severe Desert
Tanzania,0.0,
Tanzania,0.0,
Tanzania,72.23873713634892,Severe Desert
Tanzania,42.65070721159069,Moderate Desert
Tanzania,11.4736435479562,Minor Issues
Tanzania,0.9655799342844129,Served
Tanzania,0.0,
Tanzania,2.806236434341633,Served
Tanzania,27.664003266419986,Minor Issues
Tanzania,36.763700237428864,Moderate Desert
Tanzania,14.004090162824742,Minor Issues
Tanzania,100.00000000000004,
Tanzania,100.00000000000009,
Tanzania,100.00000000000003,
Tanzania,100.0,Severe Desert
Tanzania,50.647464990031736,Moderate Desert
Tanzania,4.373539581121901,Served
Tanzania,0.6862309899515693,Served
Tanzania,81.94947613293466,Severe Desert
Tanzania,27.977109695421884,Minor Issues
Tanzania,1.4254433424853716,Served
Tanzania,37.87754055903362,Moderate Desert
Tanzania,0.0,
Tanzania,4.572004834928969,Served
Tanzania,57.02212155269694,Moderate Desert
Tanzania,36.58724452068414,Moderate Desert
Tanzania,21.792741936074616,Minor Issues
Tanzania,64.05763706233647,Severe Desert
Tanzania,19.00378588394764,Minor Issues
Tanzania,0.19050937896150894,Served
Tanzania,74.47803375468104,Severe Desert
Tanzania,0.6379507407878551,Served
Tanzania,0.0,
Tanzania,0.0,
Tanzania,64.55031697473322,Severe Desert
Tanzania,0.0,
Tanzania,72.80669688905922,Severe Desert
Tanzania,0.0,
Tanzania,63.79901504273695,Severe Desert
Tanzania,1.0874537792081,Served
Tanzania,0.0,
Tanzania,0.0,
Tanzania,99.99999999999999,Severe Desert
Tanzania,99.99999999999997,Severe Desert
Tanzania,100.00000000000001,
Tanzania,0.34450462737405557,Served
Tanzania,60.26168545369114,Severe Desert
Tanzania,30.801824265865474,Moderate Desert
Tanzania,52.6475681373686,Moderate Desert
Tanzania,0.021288931446785137,Served
Tanzania,21.811769038325895,Minor Issues
Tanzania,73.81522325794856,Severe Desert
Tanzania,13.604661101698333,Minor Issues
Tanzania,0.0,
Tanzania,0.5107726977593436,Served
Tanzania,0.0,
Tanzania,27.00158695874337,Minor Issues
Tanzania,0.011955976828032984,Served
Tanzania,0.03135933199433629,Served
Tanzania,0.4398061966911757,Served
Tanzania,1.2231123267981432,Served
Tanzania,64.01672913981697,Severe Desert
Tanzania,0.0,
Tanzania,0.0,
Tanzania,0.0,
Tanzania,0.2696890038299641,Served
Tanzania,0.03650100163015299,Served
Tanzania,19.46622217581983,Minor Issues
Tanzania,7.488343332872564,Served
Tanzania,11.105736570055265,Minor Issues
Tanzania,19.47871101466318,Minor Issues
Tanzania,9.239580152357016,Served
Tanzania,10.2823295332931,Minor Issues
Tanzania,19.42896088542435,Minor Issues
Tanzania,2.7654869910518585,Served
Tanzania,0.4084713217797263,Served
Tanzania,28.52425330293593,Minor Issues
Tanzania,0.08792978848169682,Served
Tanzania,0.09478098553694587,Served
Tanzania,44.80273575054071,Moderate Desert
Tanzania,6.076909822612664,Served
Tanzania,86.32390752861876,Severe Desert
Tanzania,53.94209856946155,Moderate Desert
Tanzania,41.198935591529825,Moderate Desert
Tanzania,6.574888088236403,Served
Tanzania,0.7255825838377367,Served
Tanzania,5.30611592787366,Served
Tanzania,68.05129985628298,Severe Desert
Tanzania,13.9491911699522,Minor Issues
Tanzania,47.86789845605543,Moderate Desert
Tanzania,0.0,
Tanzania,47.22554660061732,Moderate Desert
Tanzania,13.150377147647779,Minor Issues
Tanzania,1.6639304379437287,Served
Tanzania,0.6208582312989691,Served
Tanzania,1.1802651540975422,Served
Tanzania,0.0,
Tanzania,37.63997064133837,Moderate Desert
Tanzania,2.268972121214351,Served
Tanzania,52.60517391887648,Moderate Desert
Tanzania,95.97357505051845,Severe Desert
Tanzania,32.68143600145066,Moderate Desert
Tanzania,0.0030083975747397865,Served
Tanzania,36.6804452243958,Moderate Desert
Tanzania,35.06984031614082,Moderate Desert
Tanzania,11.658256206869401,Minor Issues
Tanzania,70.39185122202477,Severe Desert
Tanzania,3.906977824409225,Served
Tanzania,6.1397001519581975,Served
Tanzania,0.0,
Tanzania,0.18430291819270456,Served
Tanzania,80.96294522638046,Severe Desert
Tanzania,7.25890808187109,Served
Tanzania,4.383817444950706,Served
Tanzania,77.18086127808276,Severe Desert
Tanzania,0.051412148111154174,Served
Tanzania,19.12461721245502,Minor Issues
Tanzania,60.21422124258108,Severe Desert
Tanzania,13.022897596139591,Minor Issues
Tanzania,79.201766218237,Severe Desert
Tanzania,0.005305714756536011,Served
Tanzania,52.54354650291843,Moderate Desert
Tanzania,40.86386980217098,Moderate Desert
Tanzania,19.05637130476123,Minor Issues
Tanzania,15.26553971789614,Minor Issues
Tanzania,17.16166995485534,Minor Issues
Tanzania,15.417716651396098,Minor Issues
Tanzania,0.0,
Tanzania,29.877811912370714,Minor Issues
Tanzania,14.290998189293466,Minor Issues
Tanzania,0.0,
Tanzania,22.95369442548332,Minor Issues
Tanzania,0.0,
Uganda,28.770199312034467,Minor Issues
Uganda,0.14548155840595367,Served
Uganda,1.335883638973204,Served
Uganda,3.2226913642387993,Served
Uganda,0.03736953164259481,Served
Uganda,0.0,
Uganda,0.0,
Uganda,5.185877193239537,Served
Uganda,0.0017438552734755372,Served
Uganda,0.0,
Uganda,0.012672635636813917,Served
Uganda,0.0,
Uganda,1.8874621276164285,Served
Uganda,1.5316318948179544,Served
Uganda,21.236944346380227,Minor Issues
Uganda,0.3058066470450475,Served
Uganda,23.14480723701833,Minor Issues
Uganda,7.843641630831655,Served
Uganda,0.0,
Uganda,0.0,
Uganda,0.0,
Uganda,6.40795269316248,Served
Uganda,0.0,
Uganda,20.365508771638236,Minor Issues
Uganda,43.12237184368914,Moderate Desert
Uganda,4.034593732943883,Served
Uganda,0.7611287726703546,Served
Uganda,1.962279373789101,Served
Uganda,0.0,
Uganda,0.0,
Uganda,0.0,
Uganda,0.0,
Uganda,0.0,
Uganda,0.0,
Uganda,0.0,
Uganda,0.0,
Uganda,0.0,
Uganda,0.0,
Uganda,0.0,
Uganda,0.03687287359788823,Served
Uganda,5.259196190994899,Served
Uganda,0.0,
Uganda,2.7320986136381613,Served
Uganda,0.10155359079277729,Served
Uganda,2.0969280293039656,Served
Uganda,14.279761156099713,Minor Issues
Uganda,0.0,
Uganda,5.724195293439662,Served
Uganda,0.0,
Uganda,0.0,
Uganda,0.0,
Uganda,4.131986340351677,Served
Uganda,0.28526137692513176,Served
Uganda,4.237718174586593,Served
Uganda,16.870649017196413,Minor Issues
Uganda,6.752137500200768,Served
Uganda,6.063716689389655,Served
Uganda,4.204659084051012,Served
Uganda,8.295636001178462,Served
Uganda,0.07295514462089722,Served
Uganda,0.6223507977500606,Served
Uganda,3.0888078989901784,Served
Uganda,3.0146651100377664,Served
Uganda,0.0,
Uganda,1.9436852124149404,Served
Uganda,1.4410257383328926,Served
Uganda,5.084339818956995,Served
Uganda,12.875542009864606,Minor Issues
Uganda,0.0,
Uganda,75.82839300809931,Severe Desert
Uganda,31.553255191282734,Moderate Desert
Uganda,51.039242532693315,Moderate Desert
Uganda,40.50919432763514,Moderate Desert
Uganda,31.72584506919347,Moderate Desert
Uganda,0.015522035154419295,Served
Uganda,2.1818218899608284,Served
Uganda,0.0,
Uganda,1.7501843401229995,Served
Uganda,0.47072566496868024,Served
Uganda,62.28772643436839,Severe Desert
Uganda,71.97916827223864,Severe Desert
Uganda,0.00018058499200975206,Served
Uganda,0.0,
Uganda,6.386368193168516,Served
Uganda,0.0,
Uganda,7.500663528104257,Served
Uganda,2.1927476479916015,Served
Uganda,5.027886647729556,Served
Uganda,2.2150800153949763,Served
Uganda,38.05323714014538,Moderate Desert
Uganda,0.0,
Uganda,0.02092551970136005,Served
Uganda,0.0,
Uganda,0.0,
Uganda,16.957995033155637,Minor Issues
Uganda,10.590805430558833,Minor Issues
Uganda,12.559945363369748,Minor Issues
Uganda,42.18742787223231,Moderate Desert
Uganda,3.6287309607708718,Served
Uganda,0.7466018282604809,Served
Uganda,0.0,
Uganda,11.455512631899529,Minor Issues
Uganda,0.0,
Uganda,0.04400767277895902,Served
Uganda,0.0,
Uganda,0.0,
Uganda,0.0,
Uganda,0.5938130481485336,Served
Uganda,0.0,
Uganda,4.076459877968398,Served
Uganda,0.0,
Uganda,52.995317792173516,Moderate Desert
Uganda,59.452291683648774,Moderate Desert
Uganda,0.0,
Uganda,0.3512054257492998,Served
Uganda,0.14388961608961842,Served
Uganda,0.0,
Uganda,13.181127534670727,Minor Issues
Uganda,0.17770279574762793,Served
Uganda,0.0,
Uganda,2.442951988347506,Served
Uganda,0.0,
Uganda,0.0,
Uganda,0.6443135255869835,Served
Uganda,0.4882738481045675,Served
Uganda,1.0975061243859974,Served
Uganda,1.229931350767436,Served
Uganda,38.04661622663564,Moderate Desert
Uganda,11.844382773826954,Minor Issues
Uganda,11.688954902137734,Minor Issues
Uganda,1.6831466815812592,Served
Uganda,0.0,
Uganda,0.22529804860289634,Served
Uganda,0.0,
Uganda,0.0,
Uganda,0.0,
Uganda,0.0,
Uganda,9.20552133106671,Served
Uganda,9.475216657687882,Served
Uganda,0.0,
Uganda,0.0,
Uganda,0.0,
Uganda,1.0598942585447781,Served
Uganda,0.0,
Uganda,0.7542485400735441,Served
Uganda,0.0,
Uganda,0.07856785399012703,Served
Uganda,2.413606317267842,Served
Uganda,0.0,
Uganda,15.343594729761449,Minor Issues
Uganda,13.796847660254384,Minor Issues
Uganda,0.0,
Uganda,20.106113238936803,Minor Issues
Uganda,27.182025049870937,Minor Issues
Uganda,5.285653593204397,Served
Uganda,0.3530029000460519,Served
Uganda,0.0,
Uganda,0.0,
Uganda,0.0,
Uganda,0.0,
Uganda,0.0,
Uganda,0.0,
Uganda,0.0,
Uganda,0.0,
Uganda,0.0,
Uganda,3.7331713747784,Served
Rwanda,0.0,
Rwanda,0.0,
Rwanda,0.0,
Rwanda,0.0,
Rwanda,0.0,
Rwanda,0.4416912017975061,Served
Rwanda,0.0,
Rwanda,0.0,
Rwanda,0.0,
Rwanda,0.46405847838032016,Served
Rwanda,0.0,
Rwanda,5.276746444444115,Served
Rwanda,0.0,
Rwanda,0.09183303282243968,Served
Rwanda,20.662640796203306,Minor Issues
Rwanda,25.407733552217397,Minor Issues
Rwanda,1.688275223627786,Served
Rwanda,0.0,
Rwanda,5.305274232325827,Served
Rwanda,0.0,
Rwanda,2.660727949695161,Served
Rwanda,0.0,
Rwanda,0.0,
Rwanda,1.5053310816049894,Served
Rwanda,0.0015686402905371933,Served
Rwanda,17.068284924210946,Minor Issues
Rwanda,5.874063191749258,Served
Rwanda,0.0,
Rwanda,0.0,
Rwanda,0.0,
